Screen Name,Status ID,Text,Local Timestamp,Likes,Retweets,State,Outage_status
GetIndDesigJobs,1.37E+17,"Power Electronics Mecha... - #Kokomo , IN (http://tinyurl.com/7pefkhu ) Get Industrial Design Jobs #IndustrialDesign #jobs #job #GetAllJobs",11/17/2011 5:30,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
KokomoIN,1.37E+17,special weather statement national weather service jackson ms 216 am cst wed nov 16 2011 ...storm exhibiting some ro... http://j.mp/tMVQ7o,11/16/2011 3:57,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
My_CarWashKing,1.36E+17,Anybody get caught in the storm last night and receive any hail damage? Come on by and receive a free paint less dent removal quote today,11/15/2011 9:56,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",VT,1
sofiapotato,1.36E+17,each pokemon to understand the power that's inside,11/14/2011 20:04,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
Vanguard_Group,1.08E+18,Make the most of your earnings,1/8/2019 10:00,"Like
    
      
    11
  
  
    
      
      
      Liked
    
      
    11","Retweet
    
      
    2
  
  
    
      
      Retweeted
    
      
    2",VT,1
TheQueenBMILLER,1.36E+17,Idk why everyone is freaking out about this storm?! I'd rather it rain then snow!,11/14/2011 17:34,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
janellebarton7,1.36E+17,So hate this storm right now,11/14/2011 17:11,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
Kyle_Mundell,1.36E+17,"Next time this happens, I am having an apocalypse party. So, head to my house if you hear about power outages.",11/13/2011 19:30,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
Kyle_Mundell,1.36E+17,I love when the power goes out. Seriously... I do.,11/13/2011 13:53,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
AdamG_27,1.35E+17,"@CrashLogic it's barely even flurries here, by the time it gets east it will probably be a giant storm, at least that's how e rain worked",11/10/2011 13:37,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
AdamG_27,1.35E+17,"Cool I've had my iPod on playing music for an hour and a half and it's already at half power, is there ever gonna be an update?",11/10/2011 13:28,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
_Kayijuana,1.30E+17,"'@XSTROLOGY: For #Scorpio, knowledge is power.'",10/28/2011 21:20,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
iGoRilllaa,1.29E+17,Power is the ability to be in control ..,10/26/2011 12:23,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
_SydneySharae_,1.27E+17,My shows won't record with the power out :/,10/19/2011 19:46,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
_SydneySharae_,1.27E+17,No power means no heat...we gon freeze,10/19/2011 19:14,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
_SydneySharae_,1.27E+17,Sooooo the power just went out,10/19/2011 19:04,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
OG_reezy,1.25E+17,Power,10/15/2011 23:24,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
PolaBearLaflare,1.24E+17,"Puffin purple hash, welcome to my power circle!",10/11/2011 18:20,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
LegoMyKevo,1.23E+17,New whip looking like a storm trooper  http://yfrog.com/g0xh0fej,10/10/2011 13:23,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
TheQueenBMILLER,1.21E+17,"It's clear to me now. I just read my horoscope. #Cancer, today it's all about owning people & messing stuff up; Our power reigns supreme.",10/3/2011 18:18,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
LefoverLasagna,1.19E+17,My battery power sucks hiv dick.,9/28/2011 21:07,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
AdamG_27,1.19E+17,The chick on xFactor right now reminds me of the original yellow power ranger.,9/28/2011 20:46,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
shelby_bishopp,1.16E+17,"The deeper you love someone, the greater power they have to hurt you. So love wisely",9/18/2011 19:13,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
KokomoIN,1.11E+17,tropical storm lee will bring torrential rainfall to much of the arklamiss through labor day… …flash flood watch remains… http://j.mp/pH0C3B,9/4/2011 21:20,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
KokomoIN,1.10E+17,tropical storm lee will bring torrential rainfall to much of the arklamiss through the first half of labor day… …flash f… http://j.mp/oCDTHu,9/4/2011 10:49,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
Vanguard_Group,1.08E+18,Make the most of your earnings,1/8/2019 10:00,"Like
    
      
    11
  
  
    
      
      
      Liked
    
      
    11","Retweet
    
      
    2
  
  
    
      
      Retweeted
    
      
    2",VT,1
KokomoIN,1.10E+17,tropical storm lee will bring torrential rainfall to much of the arklamiss through labor day holiday… …flash flood watch… http://j.mp/oP4erh,9/3/2011 6:32,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
KokomoIN,1.10E+17,tropical storm lee will bring torrential rainfall to much of the arklamiss this weekend… …flash flood watch remains in e… http://j.mp/o8bXey,9/2/2011 23:50,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
KokomoIN,1.10E+17,tropical storm lee will bring torrential rainfall to much of the arklamiss this weekend… …flash flood watch in effect fr… http://j.mp/rh0rXn,9/2/2011 17:19,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
GetMarEnginJobs,1.09E+17,"Power Electronics Mec... - #Kokomo , IN (http://tinyurl.com/3jg9axq ) Get Marine Engineering Jobs #MarineEngineering #jobs #job #GetAllJobs",9/1/2011 11:29,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
GetCivEnginJobs,1.09E+17,"Power Electronics Elect... - #Kokomo , IN (http://tinyurl.com/3bvsllw ) Get Civil Engineering Jobs #CivilEngineering #jobs #job #GetAllJobs",9/1/2011 1:28,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
GetMecEnginJobs,1.09E+17,"Power Electronics M... - #Kokomo , IN (http://tinyurl.com/3n3fk4f ) Get Mechanical Engineer Jobs #MechanicalEngineer #jobs #job #GetAllJobs",8/31/2011 23:22,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
GetMinEnginJobs,1.09E+17,"Power Electronics Ele... - #Kokomo , IN (http://tinyurl.com/3qmfzcj ) Get Mining Engineering Jobs #MiningEngineering #jobs #job #GetAllJobs",8/31/2011 22:22,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
GetIndDesigJobs,1.09E+17,"Power Electronics Mecha... - #Kokomo , IN (http://tinyurl.com/3vx5wdv ) Get Industrial Design Jobs #IndustrialDesign #jobs #job #GetAllJobs",8/31/2011 21:42,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
GetMecEnginJobs,1.08E+17,"Power Electronics M... - #Kokomo , IN (http://tinyurl.com/3g7u48v ) Get Mechanical Engineer Jobs #MechanicalEngineer #jobs #job #GetAllJobs",8/29/2011 6:40,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
SlickJames19,1.07E+17,Easiest job power washin houses before you paint them,8/25/2011 11:14,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
TyRoseMusic,1.07E+17,Well……there's a storm……I'm thinking time for bed. Yep……I'll get the sleeping pills……,8/24/2011 20:19,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
eventcrazy_in,1.05E+17,"Hesston Steam and Power Show: Sep 02, 2011 - Sep 05, 2011 Laporte, IN 46360 http://dlvr.it/h7BRJ  #EventCrazyIN #LaporteIN",8/20/2011 23:30,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
MEGScolli,1.05E+17,It's about to storm. I see it on the horizon.,8/20/2011 21:58,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
BIGK1994,1.05E+17,It's about to storm,8/20/2011 16:10,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
BennettTheGreat,1.05E+17,Working the kid rock show tonight hopefully it doesn't shit storm,8/20/2011 8:52,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
wickedwxbot,1.03E+17,"damaging #wind - BUNKER HILL, #IN -- TREE LIMBS DOWN ON POWER LINES. SEVERAL OTHER REPORTS OF TREES AND POWER LINES D... http://goo.gl/58VaQ",8/13/2011 20:51,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
_SydneySharae_,1.03E+17,Finally the storm is hitting kokomo :),8/13/2011 19:10,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
FlawlessLawlyes,1.01E+17,Driving out in the storm and tweeting while driving :) what is wrong with me lol,8/8/2011 20:19,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
wickedwxbot,1.00E+17,"damaging #wind - KOKOMO, #IN -- LARGE TREE AND POWER LINES DOWN. WIND ESTIMATED AT 60 MPH. (IND) http://goo.gl/3oAOB",8/7/2011 13:51,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
OG_reezy,1.00E+17,Can't b havin the power go at !! #no!,8/7/2011 13:04,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
Apple,1.08E+18,A handwritten sign-off: the new iPad Pro and Apple Pencil give your emails a personal touch.,1/7/2019 20:47,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
AdamG_27,9.86E+16,@jmmyers0329 this is not a pleasant storm. #Nomegusta,8/3/2011 1:22,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
eventcrazy_in,9.82E+16,"Michigan City In-Water Sail and Power Boat Show: Aug 18, 2011 - Aug 21, 2011 Michigan... http://dlvr.it/dTWYq #EventCrazyIN #MichiganCityIN",8/1/2011 23:24,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
eventcrazy_in,9.82E+16,"Greensburg Power of The Past: Aug 18, 2011 - Aug 21, 2011 Greensburg, IN 47240 http://dlvr.it/dTWXp #EventCrazyIN #GreensburgIN",8/1/2011 23:24,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
KokomoIN,9.82E+16,another strong storm building near columbia…moving southwest… a strong thunderstorm capable of producing 40 mph winds an… http://j.mp/oAMN7B,8/1/2011 19:23,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
KokomoIN,9.82E+16,another strong storm near kokomo moving southwest… a strong thunderstorm capable of producing pea to dime size hail and … http://j.mp/nReWsI,8/1/2011 17:16,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
KokomoIN,9.81E+16,strong storm moving southwest into the columbia area shortly… a strong thunderstorm capable of producing pea size hail a… http://j.mp/ohDD90,8/1/2011 16:45,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
GetMecEnginJobs,9.62E+16,"Power Electronics M... - #Kokomo , IN (http://tinyurl.com/3qy6ur8) Get Mechanical Engineer Jobs #MechanicalEngineer #jobs #job #GetAllJobs",7/27/2011 8:16,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
topix_in,9.50E+16,Severe storm makes for memorable wedding day - http://bit.ly/pP0RTG #Sharpsville #Indiana,7/24/2011 1:33,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
eventcrazy_in,9.25E+16,"Gaelic Storm: Jul 28, 2011 Indianapolis, IN 46220 http://dlvr.it/bTDH2 #EventCrazyIN #IndianapolisIN",7/17/2011 1:43,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
Kyle_Mundell,9.12E+16,@KThornbloom- I wish I would've known you wanted some like that... I already bought you some Power Puff Girls ones.,7/13/2011 14:02,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
KweenB_14,9.08E+16,dang @britt_nichole13 is tweeting up a storm and blowing my phone up!!,7/12/2011 9:54,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
KweenB_14,9.06E+16,"this storm is making me want to go to sleep, but i think i mite just watch the home run derby instead(:",7/11/2011 19:23,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
eventcrazy_in,8.81E+16,"Antique Power Show: Jul 14, 2011 - Jul 17, 2011 Winamac, IN 46996 http://dlvr.it/YysFd #EventCrazyIN #WinamacIN",7/5/2011 0:24,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
heydudeitszachh,8.80E+16,The ole red rocket. No power steering. No brakes. No rearview mirror. Oh man.,7/4/2011 15:31,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
KidCOdY93,8.78E+16,Did you know that Michio Kaku predicted that there will be a 100-year storm on earth this year!? :o,7/4/2011 4:15,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
HulkModeFitness,8.74E+16,Fuck!! This stupid fuckin storm took out the credit card machine at soupleys now I have no beer for the rest of the weekend and the holiday,7/2/2011 23:06,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
desirefordenim,8.74E+16,The lighting show is almost better than the fireworks...a storm blew in fast!!!,7/2/2011 22:32,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
Allyjandro_,8.73E+16,Sucks to be everyone at Haynes Apperson. It's about to storm. Haha,7/2/2011 19:57,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
KweenB_14,8.66E+16,'in brightest day in blackest nite no evil shall escape my site let those who worship evils mite beware my power green lanturns light!' #nw,6/30/2011 20:31,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
Brado714,8.63E+16,#ialwayswantedtobea power ranger #blueone,6/30/2011 0:20,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
Vanguard_Group,1.08E+18,Make the most of your earnings,1/8/2019 10:00,"Like
    
      
    11
  
  
    
      
      
      Liked
    
      
    11","Retweet
    
      
    2
  
  
    
      
      Retweeted
    
      
    2",VT,1
eventcrazy_in,8.52E+16,"Antique Power Steam Show: Jul 08, 2011 - Jul 10, 2011 Crown Point, IN 46308 http://dlvr.it/XyL6l #EventCrazyIN #CrownPointIN",6/27/2011 1:10,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
Allyjandro_,8.33E+16,@vick4r0r4 but then it started to storm so I came inside.,6/21/2011 18:13,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
cum2thedarkside,8.29E+16,Angry storm clouds are angry.... http://twitpic.com/5ed9rh,6/20/2011 11:51,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
MiddleHills,8.22E+16,Storm is brewing. #weather #travel http://campl.us/bFEe,6/18/2011 17:57,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
KyleSadler,8.08E+16,"I have never been so scared while working out. This guy just screamed as loud as he could, power walked to the the treadmill and is intense!",6/14/2011 17:39,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
FlawlessLawlyes,8.00E+16,whose the judge? whoever wants power over others,6/12/2011 17:03,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
eventcrazy_in,7.98E+16,"Antique Power Association Tractor Drive and Show: Jun 24, 2011 - Jun 26, 2011 Rockville,... http://dlvr.it/W0Gw3 #EventCrazyIN #RockvilleIN",6/12/2011 1:53,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
Kyle_Mundell,7.94E+16,Feel da power!!!,6/11/2011 2:14,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
eventcrazy_in,7.72E+16,"Fulton County Historical Power Show: Jun 17, 2011 - Jun 19, 2011 Rochester, IN 46975 http://dlvr.it/V6pSH #EventCrazyIN #RochesterIN",6/5/2011 0:18,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
msangiemonroe_,7.71E+16,#Lifetime flow til this storm passover,6/4/2011 17:31,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
LefoverLasagna,7.71E+16,Power goes out why shana's in the shower lol hilarious. An T cuddles up with puppys. An me an steve jus chill,6/4/2011 16:32,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
GetMarEnginJobs,7.66E+16,"Power Electronics Mec... - #Kokomo , IN (http://tinyurl.com/6jjyk58) Get Marine Engineering Jobs #MarineEngineering #jobs #job #GetAllJobs",6/3/2011 4:32,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
GetIndDesigJobs,7.64E+16,"Power Electronics Mecha... - #Kokomo , IN (http://tinyurl.com/6753nao) Get Industrial Design Jobs #IndustrialDesign #jobs #job #GetAllJobs",6/2/2011 16:04,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
eventcrazy_in,7.48E+16,"Antique Power and Engine Show: Jun 04, 2011 Danville, IN 46122 http://dlvr.it/TNtsz #EventCrazyIN #DanvilleIN",5/29/2011 8:04,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
eventcrazy_in,7.46E+16,"Steam Corner Antique Power Show: May 28, 2011 - May 30, 2011 Veedersburg, IN 47987 http://dlvr.it/TKkks #EventCrazyIN #VeedersburgIN",5/28/2011 13:58,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
HulkModeFitness,7.36E+16,"Well I wonder if the rest of the storm is going to be this weak, they hyped this one up bigger than the last one",5/25/2011 21:59,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
OG_reezy,7.35E+16,Been chillin layin down through the storm #relaxed,5/25/2011 14:44,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
MrRealFlii223,7.35E+16,@BROWNBOYZ93 hell yea them mutha fuckers loud like we dnt no theres a fuckin storm...,5/25/2011 14:33,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,0
parrott84,7.35E+16,Storm is here... #tornadowarning,5/25/2011 14:25,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
MrRealFlii223,7.35E+16,@_CashDollaz tellem boy dis storm aint shit,5/25/2011 14:25,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
Vanguard_Group,1.08E+18,Make the most of your earnings,1/8/2019 10:00,"Like
    
      
    11
  
  
    
      
      
      Liked
    
      
    11","Retweet
    
      
    2
  
  
    
      
      Retweeted
    
      
    2",VT,1
OG_reezy,7.25E+16,"It's bout to storm and I'm
At work !
Fuck!!
I'm not tryna die at chuck e cheese! Haha",5/22/2011 19:21,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",VT,1
