timestamp,id,likes,query,replies,retweets,text,user,outage,outage_state
2012-11-01 22:28:44,264131888703234048,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,1.0,1,"Updated town x town listing posted. PSNH statewide total of 1,329 at 6pm. http://www.psnhnews.com/outagelist  #nhsandy",EversourceNH,1,WV OH PA NJ CT MA NY DE MD IN KY MI
2012-11-01 22:23:59,264130692869398528,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,"@nationalgridus Need Diesel for the Generators, Construction Equipment & Onsite Fuel....Let Me help You!!!!  http://us5.campaign-archive1.com/?u=f0e07eda1039cfd23569c33ec&id=05a695fa3a …",PetroleumKings,1,WV OH PA NJ CT MA NY DE MD IN KY MI
2012-11-01 22:15:10,264128473902239744,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,1,"A member of our #UNY team shares restoration efforts in Broadalbin, #NY. http://bit.ly/TWA8yp  #NYSandy",nationalgridus,1,WV OH PA NJ CT MA NY DE MD IN KY MI
2012-11-01 21:58:15,264124217677733888,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,"Read Diversity Woman Magazine Daily top stories #Sandy
@JLLNews @Soledad_OBrien @nationalgridus http://paper.li/DiversityWoman/1345930045 …",DiversityWoman,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 21:48:12,264121690303377408,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,Thank you @nationalgridus for finally giving my bitchass power! :),michaela_adele,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 21:43:16,264120447212326912,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,2,"Curently: 1,460 PSNH c's statewide remain w/o power. The crews are (safely) rocking! #nhsandy",EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 21:24:41,264115772622766080,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,"Tnx for your patience! RT @shailchotai: @psnh ...and PSNH said, ""Let there be LIGHT!"" Thus endeth 4 days of abject suckitude. Thanks!",EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 21:20:33,264114730266931200,1,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,1.0,1,National Grid #RI Pres. Tim Horan & Gov. @LincolnChafee on how the state prepped for #RISandy. http://bit.ly/Y8kju9 ,nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 21:05:26,264110927559917569,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,1.0,4,"As of 2 PM, we've restored power to more than 100,000 #RI homes & businesses out of the 122,000 affected by #RISandy.",nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 20:51:04,264107311700795393,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,2,@nationalgridus how do you work in a neighborhood and LEAVE 15 people WITHOUT POWER ON A COLD NIGHT?? Hello? TRUCKS PLEASE,katecsi,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 20:47:08,264106322314813440,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,@nationalgridus @SenGillibrand Yes. Come. Restore. It's cold and dark and there are trees everywhere! #Sandy #LongIsland,_Virtual_V,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 20:32:32,264102645160095744,1,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,1.0,10,We expect virtually all customers to be restored by midnight tonight! More: http://ow.ly/eXblj  Updated ETRs: http://ow.ly/eXbqg  #nhsandy,EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 20:18:41,264099161404760064,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,6,"We have under 5,000 customers left.  These are the tough, time consuming ones.  http://outage.nstar.com/outage/ ",EversourceMA,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 20:15:39,264098396153987072,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,"@jojones41261 To answer your other question, our crews are working hard to try to get everyone up tonight. http://bit.ly/U1dOd0 ",EversourceMA,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 20:15:38,264098394279137280,2,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,3,Our #NY teams are working hard to restore service to heavily impacted parts of #LongIsland. http://ow.ly/i/15cUM ,nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 20:14:27,264098096512917504,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,"@jojones41261  If your neighbor has power but you don't, report it to 800-592-2000. Could be damage to your home service wire.",EversourceMA,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 20:01:10,264094752021032960,1,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,9,We continue to make progress in #RI. All electricity customers should have power by Friday night.,nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 19:57:09,264093741101494272,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,@nationalgridus any estimated restoration time for e Patchogue ny? They started our neighborhood and then left,NicoleBrems,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 19:55:08,264093237076172800,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,3,"One of our crew leaders working in Marlborough, #MA explains restoration efforts. http://bit.ly/SzDXNj  #MASandy",nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 19:40:33,264089566087114753,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,"@stephencross @nationalgridus pretty amazing, but can you get my building going next?!",waynegblum,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 19:38:13,264088977689161728,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,"""@nationalgridus: Restoration has been completed in upstate #NY, and we are mobilizing UNY crews to assist in #LongIsland. #NYSandy""",Tsperz,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 19:38:04,264088940825419777,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,1,@Nationalgridus reports 294 #Billerica customers remain without power. 396 restored since Noon.,BillericaPD,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 19:36:43,264088600214384640,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,1,Ultra-realistic #simulations make difference for @nationalgridus http://bit.ly/VGk31w ; #CIO,iRiseCEO,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 19:27:10,264086197461188608,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,1.0,0,National Grid @nationalgridus - from 73K to 4.5K without power in 24 hours! #kickenass,stephencross,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 19:23:59,264085394285527041,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,".@nationalgridus
Support crews arriving in waves to assist those working in r downstate #NY service areas. #NYSandy #LongIsland @Bewickwren",OpenNewYorkCity,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 19:20:17,264084463598829568,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,3,Here's a look at one of our #RI team's efforts to restore service in Warwick after #Sandy. http://bit.ly/Sihcef ,nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 19:19:51,264084353821327360,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,2.0,0,"@wells7796 Yes, they've been here since day one.. we're so grateful for all of the out-of-state and out-of-country crews helping out!",EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 19:16:10,264083427924529152,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,1,@nationalgridus Very happy with the storm response! We got a personal phone call from a rep. Thank you,japm,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 19:06:52,264081087611953152,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,2.0,0,Latest outage figures http://ow.ly/eX2be  about 4400 customers w/o. Crews making great progress #nhsandy,EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 19:00:54,264079586399240192,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,Kudos to @nationalgridus crews for taking care of Upstate NYers! Crews heading downstate to help restore power there. #Sandy,CatHadlow28,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 19:00:31,264079488982339584,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,"@TylerHyndshaw Hi Tyler, we're showing an ETR of midnight tomorrow (11/2) for the Narragansett, RI area.",nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:58:25,264078962454585345,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,"@Jon728 John, we have an estimated restore time of 11:30 PM-midnight for Southbridge, MA.",nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:58:24,264078955714318337,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,1.0,0,@nationalgridus estimated restore time for Scarborough beach area of narragansett?,TylerHyndshaw,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:57:08,264078637437968384,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,"@nationalgridus Thank u, Thank u, Thank u 4 all of ur hard work. Coming home 2 light and hot h2o was better than Christmas!",Mrscollinsrocks,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:56:42,264078531041034242,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,"@hplumley Hi Holly, we have an estimated restore time of midnight for Billerica, MA.",nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:55:53,264078323091664898,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,"Got text from @nationalgridUS that power is restored to upstate NY; extra crews are heading to downstate and NJ to help. Great work, guys!",AlbanyBizReview,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:55:52,264078321699127296,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,"Got text from @nationalgridUS that power is restored to upstate NY; extra crews are heading to downstate and NJ to help. Great work, guys!",AlbBizResearch,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:55:39,264078264765673473,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,@jpalandra We do not envision any towns going into Saturday.,EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:54:43,264078030996135936,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,"""@nationalgridus: #MA customers: If you are still without power, please call 1-800-465-1212 to report your outage. #MASandy""",413Tweets,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:50:33,264076980197154816,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,"@mikesilva1265 Mike, we have an estimated restore time of midnight for Billerica, MA.",nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:50:04,264076859719954432,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,9,"#MA customers: If you are still without power, please call 1-800-465-1212 to report your outage. #MASandy",nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:49:46,264076784247635968,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,1.0,0,"@io_saturnalia Glad to hear your power is back, John. We have an estimated restore time of midnight for all of Methuen, MA.",nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:45:14,264075644164526081,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,1.0,0,"@CJIIRI Yes, our teams are working to restore asap. The estimated restore time for Wakefield is midnight on 11/2.",nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:43:54,264075307148013568,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,@nationalgridus needs faster help. Generators?  No heat. Sick and elderly. 36 degrees last nite.,america123,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:43:08,264075115061452800,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,@nationalgridus restore time for the overall city? So there's a chance my power could be back earlier? Thanks.,MichHig,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:42:31,264074958743937024,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,1.0,0,"@america123 Thanks for your tweet. We're showing an estimated restore time of midnight on 11/2 for Wakefield, RI.",nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:41:21,264074667474702336,1,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,1,"@jplandry19 Good news, Jeff. We're showing an estimated restore time of midnight for Haverhill, MA.",nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:39:59,264074321968914433,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,"@usatim Hi, Tim. Yes, we have an estimated time of restoration of midnight for Tewksbury, MA.",nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:38:49,264074027352604672,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,"@envelope28 Marlene, we're showing an estimated restore time of midnight at the latest for Methuen, MA.",nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:37:07,264073601798529025,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,1.0,0,"@MichHig Hi Michelle, we're showing an estimated restore time of midnight for Medford, MA.",nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:24:33,264070438550925312,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,@nationalgridus great job guys!,KagedFireman,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:23:10,264070091031859200,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,"RT @nationalgridus: #MA customers: The finish line is in sight! Over 95% of customers back up, & restoration to be complete by midnight.",DigitalGridKing,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:21:48,264069747648385024,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,@nationalgridus why are u sending crews to ct when ri still has so many outages?  30+ trucks seen on i95 in ct!!!,ribill00,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:20:17,264069367065636864,1,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,2.0,3,"#MA customers: The finish line is in sight! Over 95% of customers back up, & restoration to be complete by midnight.",nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:18:52,264069009211805696,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,@pcharest603 We don't have rdxrd ests. but 95% of Ldry est. up by 10pm and the rest by noon friday(w/ the exception of wire-to-home issues).,EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:16:00,264068286227021825,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,@mikefoxnh   This could be a temp.shut down to re-energize but please be sure to report it again at 800-662-7764 or http://psnh.com .,EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:04:23,264065364063830016,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,Just chillin with @nationalgridus. Thanks for moving quickly!,HellOnHeelsGirl,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 18:00:48,264064461021777921,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,1.0,4,"We anticipate complete restoration in #RI by Fri, 11/2, w/potential isolated customers back up on Saturday. #RISandy",nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:58:37,264063914059395072,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,Quick shout out to @nationalgridus who I attacked after no power for a week during #Irene. You guys killed it during #Sandy in Hough's Neck,CheapoTony,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:58:20,264063840566788096,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,@nikihana The crews are out in full force with the hopes to have everyone back by tonight! http://bit.ly/U1dOd0 ,EversourceMA,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:56:37,264063408750596097,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,2.0,0,"@swheatsue2012 Did you call and report the outage? If so, then you should be.",EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:53:20,264062582237839360,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,2.0,0,Quite a few are asking -- here is a list of *estimated* restoration times for the towns affected by #nhsandy outages: http://ow.ly/eWD6N ,EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:52:26,264062356101939200,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,@swheatsue2012 ETR 4pm today (w/ the exception of wire-to-home issues),EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:52:02,264062254503321600,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,@dslisr Working on it - ETR 4pm today (w/ the exception of wire-to-home issues),EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:51:04,264062011200110592,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,@joeacaraccio Amherst is estimated to be complete around 4pm today (with the exception of wire-to-home issues).,EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:49:30,264061619846397952,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,2,Tom May and Gary Long welcome Hydro Québec to NH to help out with the #nhsandy restoration: http://youtu.be/4jDLsmF1tcM ,EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:48:52,264061458348912640,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,@mdmarcd63 We are in Londonderry- 95% of the town should be up by 10pm and the rest by 12pm 11/2 (w/ the exception of wire-to-home issues).,EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:47:52,264061207747633153,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,@nationalgridus Great job.  David Graves a great spokesman.,annasophia2,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:36:59,264058467831132160,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,1.0,0,@nitroftam 95% of Merrimack should be up by 4pm and the rest by 11pm (with the exception of wire-to-home issues). http://ow.ly/eWRnF ,EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:33:12,264057514423898112,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,@jodelebs Expected ETR for Hampstead (with exception of service line repair - goes directly to the home) is 11pm tonight.,EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:29:38,264056619959189504,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,@swedejoy We currently have eight crews in Hudson -- Expected ETR for the town (with exception of service line to homes) is 11pm tonight.,EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:28:42,264056383480156161,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,Stop nationalgridus,Zevimiller,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:28:03,264056219969404928,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,3,Here's one of our #MA crews working to restore service in Tewksbury #MASandy http://twitpic.com/b9f43k http://twitpic.com/b9f43i ,nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:25:17,264055524700602368,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,1.0,0,@morgishborgg It turns out this issue is actually affecting 3 customers in Gilsum. Crews should be arriving ~3pm today to fix it!,EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:19:00,264053940776230913,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,1.0,0,@lofoxx Be sure to report it again at 800-662-7764 or http://ow.ly/eWOYA ,EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:16:31,264053318458957824,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,"@jennifera84 Not if you already did (i.e., after the neighborhood came back on). But again, it may take longer.",EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:15:36,264053089131196416,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,@lbeis Our ETR list shows 95% of Newfields should be up by 6pm today and complete (w/ the exception of wire-to-home issues) by 11pm tonight.,EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:15:18,264053009716224000,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,1.0,0,"@nationalgridus nursing home in Wakefield, RI with no heat, electricity-can't we rig up generators for now?All over the radio -bad PR in RI!",america123,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:14:25,264052790974894080,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,@nationalgridus has done a great job so far with keeping people updated and giving realistic timelines. Thanks for your hard work! #Sandy,Mahhcc,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:08:33,264051312835059712,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,"@jennifera84 Service lines are typically restored after bigger lines. After the rest of your town lit up, did you call again to report?",EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:07:17,264050993560436736,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,"@morgishborgg It's an ""estimate."" Apologies for not being more specific. We'll provide more details if we get them.",EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:07:05,264050943224590336,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,"RT @nationalgridus: Restoration has been completed in upstate #NY, and we are mobilizing UNY crews to assist in #LongIsland. #NYSandy",columbia_ncdp,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:05:48,264050622750400513,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,3.0,1,"Down to ~7,300 customers without power. Here's the latest list: http://ow.ly/eWNp6  #nhsandy",EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:05:17,264050489056956416,2,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,1.0,18,"Restoration has been completed in upstate #NY, and we are mobilizing UNY crews to assist in #LongIsland. #NYSandy",nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:00:43,264049341549928449,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,0,@morgishborgg Will respond again if we get any more specific info.,EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 17:00:23,264049259555454976,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,1.0,0,"@morgishborggIt looks like the issue is with your service wire (connects to house). Unfortunately, that means ETR could be tomorrow.",EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 16:17:29,264038460850057219,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,5,PSNH Hurricane Sandy Update: Noon Nov. 1st #nhsandy http://conta.cc/TcLGzb ,EversourceNH,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 16:15:36,264037989334806528,1,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,9,"We expect full restoration of S Kingstown, Narragansett, Westerly, Charlestown & Warwick on Friday, 11/2. #RI #RISandy",nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
2012-11-01 16:10:15,264036640652132353,0,EversourceMA OR EversourceNH OR VelcoVT OR nationalgridus,0.0,3,"Over 1,400 crews are working to restore #MA customers. View ETRs for your area: http://bit.ly/Y00nte  #MASandy #Sandy",nationalgridus,1,MI WV OH PA NJ CT MA NY DE MD IN KY
